!\EXCLAMATION-POINT	%Ekskl@"meIS@n%pOInt
"CLOSE-QUOTE	"kloUz"kwoUt
SIGLER	"saIg@lE`, "saIglE`, "sIglE`
SIGLEY	"sIgli
SIGLIN	"sIglIn
SIGMA	"sIgm@
SIGMAFORM	"sIgm@fOrm
SIGMAN	"sIgm@n
SIGMOID	"sIg%mOId
SIGMOIDAL	%sIg"mOId@l
SIGMON	"sIgm@n
SIGMUND	"sIgm@nd
SIGN	"saIn
SIGN'S	"saInz
SIGNA	"sIgn@
SIGNAGE	"saInIdZ
SIGNAL	"sIgn@l
SIGNAL'S	"sIgn@lz
SIGNALED	"sIgn@ld
SIGNALING	"sIgn@lIN
SIGNALLED	"sIgn@ld
SIGNALLING	"sIgn@lIN
SIGNALS	"sIgn@lz
SIGNATORIES	"sIgn@%tOri:z
SIGNATORY	"sIgn@%tOri
SIGNATURE	"sIgn@tSE`
SIGNATURES	"sIgn@tSE`z
SIGNED	"saInd
SIGNER	"saInE`
SIGNERS	"saInE`z
SIGNET	"sIgnIt
SIGNIFICANCE	s@g"nIfIk@ns, sIg"nIfIk@ns
SIGNIFICANT	s@g"nIfIk@nt, sIg"nIfIk@nt
SIGNIFICANTLY	sIg"nIfIk@ntli
SIGNIFIED	"sIgn@%faId
SIGNIFIES	"sIgn@%faIz
SIGNIFY	"sIgn@%faI
SIGNIFYING	"sIgn@%faIIN
SIGNING	"saInIN
SIGNINGS	"saInINz
SIGNOR	"si:njOr
SIGNORE	si:n"jOreI
SIGNORELLI	si:gnO"rEli
SIGNORI	sIg"nOri, si:n"jO"ri:
SIGNPOST	"saIn%poUst
SIGNPOSTS	"saIn%poUsts
SIGNS	"saInz
SIGOLOFF	"sIg@lOf
SIGOURNEY	sI"gOrni
SIGRID	"sIgrId
SIGRIST	"sIgrIst
SIGUR	"sIgE`
SIGURD	"sIgE`d
SIGURDSON	"sIgE`ds@n
SIGWALD	"sIgw@ld
SIHANOUK	"si:@%nUk
SIKES	"saIks
SIKH	"si:k
SIKHS	"si:ks
SIKKEMA	sI"ki:m@
SIKLIE	"sIkli
SIKORA	sI"kOr@
SIKORSKI	sI"kOrski
SIKORSKY	sI"kOrski
SIL	"sIl
SILAJDZIC	%sI"lA:dZIk
SILAJDZIC'S	%sI"lA:dZIks
SILAS	"saIl@s
SILBAUGH	"sIl%bO
SILBER	"sIlbE`
SILBERBERG	"sIlbE`bE`g
SILBERG	"sIlbE`g
SILBERGELD	"sIlbE`%gEld
SILBERMAN	"sIlbE`m@n
SILBERNAGEL	"sIlbE`n@g@l
SILBERNER	sIl"bE`:nE`
SILBERNER'S	sIl"bE`:nE`z
SILBERSTEIN	"sIlbE`%sti:n, "sIlbE`%staIn
SILBERT	"sIlbE`t
SILCOTT	"sIlk@t
SILCOX	"sIlkA:ks
SILENCE	"saIl@ns
SILENCED	"saIl@nst
SILENCER	"saIl@n%sE`:
SILENCES	"saIl@nsIz
SILENCING	"saIl@nsIN
SILENT	"saIl@nt
SILENTLY	"saIl@ntli
SILEO	"sIli:oU
SILER	"saIlE`
SILESIA	sI"li:z@
SILEX	"sIl@ks, "saIlEks
SILFIES	"sIlfi:z
SILGA	"sIlg@
SILGUERO	si:l"gEroU
SILHOUETTE	%sIl@"wEt
SILHOUETTED	%sIl@"wEtId
SILHOUETTES	%sIl@"wEts
SILICA	"sIl@k@, "sIlIk@
SILICATE	"sIl@k@t, "sIl@%keIt
SILICATES	"sIl@k@ts, "sIl@%keIts
SILICON	"sIl@k@n
SILICONE	"sIl@%koUn
SILICONES	"sIl@%koUnz
SILICONIX	%sIlI"kA:nIks
SILK	"sIlk
SILKEN	"sIlk@n
SILKEY	"sIlki
SILKS	"sIlks
SILKWOOD	"sIl%kwUd
SILKWORM	"sIlkwE`m
SILKWORMS	"sIl%kwE`:mz
SILKY	"sIlki
SILL	"sIl
SILLER	"sIlE`
SILLERMAN	"sIlE`m@n
SILLIER	"sIli:E`
SILLIEST	"sIli:@st
SILLIMAN	"sIlIm@n
SILLINESS	"sIli:n@s
SILLMAN	"sIlm@n
SILLS	"sIlz
SILLY	"sIli
SILMAN	"sIlm@n
SILMON	si:l"mOn
SILO	"saIloU
SILOS	"saI%loUz
SILSBEE	"sIlzbi
SILSBY	"sIlsbi
SILT	"sIlt
SILTEC	"sIl%tEk
SILVA	"sIlv@, "sElv@
SILVA'S	"sIlv@z
SILVADIO	sIl"vA:di:oU
SILVADIO'S	sIl"vA:di:oUz
SILVANA	sIl"vA:n@
SILVAR	"sIlvA:r
SILVAS	"sIlv@z
SILVEIRA	si:l"vEr@
SILVER	"sIlvE`
SILVER'S	"sIlvE`z
SILVERA	si:l"vEr@
SILVERADO	%sIlvE`"A:doU
SILVERBERG	"sIlvE`bE`g
SILVERCREST	"sIlvE`%krEst
SILVERDOME	"sIlvE`%doUm
SILVERI	si:l"vEri
SILVERIA	si:l"vEri:@
SILVERIO	si:l"vEri:oU
SILVERLAKE	"sIlvE`%leIk
SILVERMAN	"sIlvE`%m{n
SILVERNAIL	"sIlvE`%neIl
SILVERPLATE	"sIlvE`"pleIt
SILVERS	"sIlvE`z
SILVERSHOE	"sIlvE`%Su:
SILVERSIDE	"sIlvE`%saId
SILVERSIDES	"sIlvE`%saIdz
SILVERSTEIN	"sIlvE`%sti:n, "sIlvE`%staIn
SILVERSTONE	"sIlvE`%stoUn
SILVERTHORN	"sIlvE`TOrn
SILVERTHORNE	"sIlvE`TOrn
SILVERWARE	"sIlvE`%wEr
SILVERY	"sIlvE`i
SILVESTER	sIl"vEstE`
SILVESTRE	si:l"veIstreI
SILVESTRI	si:l"vEstri
SILVESTRO	si:l"veIstroU
SILVEY	"sIlvi
SILVI	"sIlvi
SILVIA	"sIlvi:@
SILVIE	"sIlvi
SILVIO	"sIlvi:oU
SILVIS	"sIlvIs
SILVIUS	"sIlvi:Is
SILWAN	%sIlwA:n
SIM	"sIm
SIMA	"si:m@
SIMARD	"sImE`d
SIMAS	"saIm@z
SIMBA	"sImb@
SIMBA'S	"sImb@z
SIMCHA	"sImh@
SIMCO	"sImkoU
SIMCOE	"sIm%koU
SIMCOX	"sIm%kA:ks
SIME	"saIm
SIMEK	"sImIk
SIMENSON	"sImIns@n
SIMENTAL	sI"mEnt@l
SIMEON	"sImi:@n
SIMEONE	"sImi:"Vn
SIMER	"saImE`
SIMERLY	"saImE`li
SIMERSON	"sImE`s@n
SIMES	"saImz
SIMEX	"sImEks, "saImEks
SIMI	"si:mi
SIMIAN	"sImi:@n
SIMICH	"sImItS
SIMIEN	"sImi:n
SIMILAC	"sIm@%l{k
SIMILACK	"sIm@%l{k
SIMILAR	"sIm@lE`
SIMILARITIES	%sIm@"lEr@ti:z
SIMILARITY	%sIm@"lEr@ti
SIMILARLY	"sIm@lE`li
SIMILIAR	sI"mIlA:r
SIMINGTON	"sImINt@n
SIMINSKI	sI"mInski
SIMION	"sImi:%A:n
SIMIONE	%si:mi:"oUni
SIMISON	"sImIs@n
SIMKIN	"sImkIn
SIMKINS	"sImkInz
SIMKO	"sImkoU
SIMLER	"sIm@lE`, "sImlE`
SIMM	"sIm
SIMMER	"sImE`
SIMMERED	"sImE`d
SIMMERING	"sImE`IN
SIMMERMAN	"sImE`m@n
SIMMERS	"sImE`z
SIMMERT	"sImE`t
SIMMON	"sIm@n
SIMMON'S	"sIm@nz
SIMMONDS	"sIm@ndz
SIMMONS	"sIm@nz
SIMMONS'	"sIm@nz
SIMMONS'S	"sIm@nzIz
SIMMS	"sImz
SIMO	"si:moU
SIMOES	"saImoUz
SIMON	"saIm@n
SIMON'S	"saIm@nz
SIMONA	sI"moUn@
SIMONDS	"saIm@ndz
SIMONE	sI"moUn
SIMONE'S	sI"moUnz
SIMONEAU	"sIm@noU
SIMONEAUX	"sIm@noU
SIMONELLI	%si:moU"nEli
SIMONET	"sIm@nEt
SIMONETTA	si:m@"nEt@
SIMONETTE	"sIm@nEt
SIMONETTI	si:moU"nEti
SIMONI	si:"moUni
SIMONIAN	sI"moUni:@n
SIMONICH	"sIm@nIk
SIMONIN	"sIm@nIn
SIMONIS	"sIm@nIs
SIMONS	"saIm@nz
SIMONSEN	"sIm@ns@n
SIMONSON	"sIm@ns@n
SIMONSSON	"saIm@ns@n
SIMONTON	"saIm@nt@n, sI"mA:nt@n
SIMONY	"saIm@ni
SIMPER	"sImpE`
SIMPKINS	"sImpkInz
SIMPLE	"sImp@l
SIMPLER	"sImp@lE`, "sImplE`
SIMPLESSE	sIm"plEs
SIMPLEST	"sImpl@st
SIMPLEX	"sIm%plEks
SIMPLICITY	sIm"plIs@ti, sIm"plIsIti
SIMPLIFICATION	%sImpl@fI"keIS@n
SIMPLIFIED	"sImpl@%faId
SIMPLIFIES	"sImpl@%faIz
SIMPLIFY	"sImpl@%faI
SIMPLIFYING	"sImpl@%faIIN
SIMPLISTIC	sIm"plIstIk
SIMPLOT	"sImplA:t
SIMPLY	"sImpli
SIMPSON	"sImps@n
SIMPSON'S	"sImps@nz
SIMPSONS	"sImps@nz
SIMPSONS'	"sImps@nz
SIMS	"sImz
SIMS'	"sImz
SIMSBURY	"sImz%bEri
SIMSON	"sIms@n
SIMULAC	"sImj@%l{k
SIMULATE	"sImj@l@t, "sImj@%leIt
SIMULATED	"sImj@%leItId
SIMULATES	"sImj@%leIts
SIMULATING	"sImj@%leItIN
SIMULATION	%sImj@"leIS@n
SIMULATIONS	%sImju:"leIS@nz, %sImj@"leIS@nz
SIMULATOR	"sImj@%leItE`
SIMULATORS	"sImj@%leItE`z
SIMULCAST	"saImj@l%k{st, "sImj@l%k{st
SIMULTANEOUS	%saIm@l"teIni:@s
SIMULTANEOUSLY	%saIm@l"teIni:@sli
SIN	"sIn
SINAGRA	sI"n{gr@
SINAI	"saI%naI
SINAR	"saInE`
SINATRA	s@"nA:tr@
SINATRA'S	s@"nA:tr@z
SINAY	sI"neI
SINBAD	"sIn%b{d
SINCAVAGE	si:n"kA:vIdZ
SINCE	"sIns
SINCERE	sIn"sIr
SINCERELY	sIn"sIrli
SINCERITY	sIn"sEr@ti
SINCLAIR	sIn"klEr, "sInklEr
SIND	"sInd
SINDELAR	"sIndIlE`
SINDLINGER	"sInd%lINE`
SINDONA	sIn"doUn@
SINDONI	si:n"doUni
SINDT	"sInt
SINE	"saIn
SINEAD	sI"neI{d, SI"ni:d
SINEATH	"sInET
SINEGAL	"sInIg@l
SINER	"saInE`
SINES	"saInz
SINEWY	"sInju:i
SINFONIA	sIn"foUni:@
SINFUL	"sInf@l
SING	"sIN
SING'S	"sINz
SINGAPORE	"sIN@%pOr
SINGAPORE'S	"sIN@pOrz
SINGAPOREAN	sINg@"pOri:@n
SINGAPOREANS	sINg@"pOri:@nz
SINGE	"sIndZ
SINGED	"sIndZd
SINGEL	"sINg@l
SINGER	"sINE`
SINGER'S	"sINE`z
SINGERMAN	"sIn%dZE`:m@n
SINGERS	"sINE`z
SINGH	"sIN
SINGH'S	"sINz
SINGIN'	"sINIn
SINGING	"sININ
SINGLAUB	"sIN%laUb
SINGLE	"sINg@l
SINGLE-HANDED	"sINg@l"h{ndId
SINGLED	"sINg@ld
SINGLEHANDEDLY	%sINg@l"h{ndIdli
SINGLER	"sINg@lE`, "sINglE`
SINGLES	"sINg@lz
SINGLETARY	"sINg@ltEri
SINGLETERRY	"sINg@ltEri
SINGLETON	"sINg@lt@n
SINGLETON'S	"sINg@lt@nz
SINGLEY	"sINgli
SINGLING	"sINg@lIN, "sINglIN
SINGLY	"sINgli
SINGS	"sINz
SINGULAR	"sINgj@lE`
SINGULARIZATION	%sINgj@lE`I"zeIS@n
SINGULARLY	"sINgj@lE`li
SINHA	"sInh@
SINHALESE	%sIn@"li:z
SINIARD	"sIni:E`d
SINIBALDI	sInI"bA:ldi
SINISCALCHI	sInI"skA:lki
SINISE	sI"ni:z
SINISI	sI"ni:si
SINISTER	"sInIstE`
SINK	"sINk
SINKER	"sINkE`
SINKFIELD	"sINk%fi:ld
SINKHOLE	"sINk%hoUl
SINKHORN	"sINkhE`n
SINKING	"sINkIN
SINKLER	"sINklE`
SINKO	"sINkoU
SINKS	"sINks
SINN	"sIn
SINNED	"sInd
SINNER	"sInE`
SINNERS	"sInE`z
SINNETT	"sInIt
SINNING	"sInIN
SINNOTT	"sIn@t
SINO	"saInoU
SINOPEC	"saInoU%pEk
SINOPOLI	si:noU"poUli, si:"nA:poUli
SINOR	"saInE`
SINQUEFIELD	"sInkwIfi:ld
SINS	"sInz
SINSABAUGH	"sIns@%bO
SINSEL	"sIns@l
SINTON	"sInt@n
SINUOUS	"sInw@s
SINUS	"saIn@s
SINUSES	"saIn@s@z
SINUSOID	"saIn@%sOId
SINUSOIDAL	"saIn@%sOId@l
SINUSOIDALLY	%saIn@"sOId@li
SINYARD	"sIn%jA:rd
SIOBHAN	"SaU%bA:n
SIOUX	"su:
SIP	"sIp
SIPA	"si:p@
SIPE	"saIp
SIPELSTEIN	"sIp@lstaIn, "sIp@lsti:n
SIPES	"saIps
SIPHON	"saIf@n
SIPHONED	"saIf@nd
SIPHONING	"saIf@nIN
SIPHONS	"saIf@nz
SIPLE	"saIp@l
SIPOS	"saIpoUz
SIPP	"sIp
SIPPED	"sIpt
SIPPEL	"sIp@l
SIPPICAN	"sIpIk@n
SIPPING	"sIpIN
SIPPLE	"sIp@l
SIPS	"sIps
SIR	"sE`:
SIRACUSA	sIrA:"ku:s@
SIRACUSE	sIrA:"ku:si
SIRAGUSA	sIrA:"gu:s@
SIRAVO	sI"rA:voU
SIRCY	"sE`:ki
SIRE	"saIE`
SIREK	"saIrIk
SIREN	"saIr@n
SIRENA	sI"rEn@
SIRENS	"saIr@nz
SIRES	"saIrz
SIRHAN	"sIr%hA:n, "sIr%h{n
SIRI	"sIri
SIRIANNI	sIri:"A:ni
SIRIGNANO	%sIri:n"jA:noU
SIRIS	"saIrIs, "sIrIs
SIRK	"sE`:k
SIRKIN	"sE`:kIn
SIRKO	"sE`:koU
SIRLES	"sE`:lz
SIRMAN	"sE`:m@n
SIRMANS	"sE`:m@nz
SIRMON	"sE`:m@n
SIRMONS	"sE`:m@nz
SIRNA	"sE`:n@
SIROHI	sE`"oUhi
SIROIS	saIr"wA:
SIROKY	"sIr@ki
SIRON	"sIr@n
SIROTA	sI"roUt@
SIROWITZ	"sIr@wIts
SIRRI	"sIri
SIRRINE	sI"ri:ni
SIRS	"sE`:rz
SIS	"sIs
SISCO	"si:skoU
SISCOE	"sIskoU
SISEMORE	"saIzmOr
SISK	"sIsk
SISKA	"si:sk@
SISKEL	"sIsk@l
SISKEL'S	"sIsk@lz
SISKIN	"sIskIn
SISKIND	"sIskInd
SISKO	"sIskoU
SISLER	"sIs@lE`, "sIslE`
SISLEY	"sIzli
SISNEROS	"sIsnE`oUz
SISNEY	"sIzni
SISON	"sIs@n
SISSEL	"sIs@l
SISSIE	"sIsi
SISSOM	"sIs@m
SISSON	"sIs@n
SISSY	"sIsi
SISTARE	si:"stA:ri
SISTEK	"sIstIk
SISTER	"sIstE`
SISTER'S	"sIstE`z
SISTER-IN-LAW	"sIstE`In%lO
SISTERHOOD	"sIstE`hUd
SISTERS	"sIstE`z
SISTERS-IN-LAW	"sIstE`zIn%lO
SISTI	"sIsti
SISTINE	sI"sti:n, "sIsti:n
SISTO	"sIstoU
SISTRUNK	"sIstr@Nk
SISULU	sI"su:lu:
SIT	"sIt
SITAR	sI"tA:r
SITARS	sI"tA:rz
SITCOM	"sIt%kA:m
SITCOMS	"sItkA:mz
SITE	"saIt
SITE'S	"saIts
SITED	"saItId
SITEK	"sItEk
SITENSKI	sI"tEnski
SITENSKI'S	sI"tEnski:z
SITENSKIS	sI"tEnski:z
SITES	"saIts
SITHE	"saID
SITING	"saItIN
SITIVENI	%si:tI"vi:ni
SITKA	"sItk@
SITKO	"sItkoU
SITLER	"saIt@lE`, "saItlE`, "sItlE`
SITMAR	"sIt%mA:r
SITO	"si:toU
SITO'S	"si:toUz
SITRICK	"sItrIk
SITS	"sIts
SITTER	"sItE`
SITTERLY	"sItE`li
SITTERS	"sItE`z
SITTIG	"sItIg
SITTIN'	"sIt@n
SITTING	"sItIN
SITTLER	"sItlE`
SITTNER	"sItnE`
SITTON	"sIt@n
SITTS	"sIts
SITUATE	"sItSu:%eIt
SITUATED	"sItSu:%eItId
SITUATION	%sItSu:"eIS@n
SITUATION'S	%sItSu:"eIS@nz
SITUATIONAL	%sItSu:"eIS@n@l
SITUATIONS	%sItSu:"eIS@nz
SITUS	"saIt@s
SITZ	"sIts
SITZE	"sItz
SITZER	"sItzE`
SITZES	"sItsIz
SITZMAN	"sItsm@n
SITZMANN	"sItsm@n
SIU	"si:u:
SIUDA	si:"u:d@
SIVAK	"sIv@k
SIVER	"saIvE`
SIVERLING	"sIvE`lIN
SIVERSON	"sIvE`s@n
SIVERTSEN	"sIvE`ts@n
SIVERTSON	"sIvE`ts@n
SIVILS	"sIv@lz
SIVLEY	"sIvli
SIVY	"sIvi
SIWEK	"sIwIk
SIX	"sIks
SIX'S	"sIksIz
SIX-PACK	"sIk%sp{k
SIXED	"sIkst
SIXER	"sIksE`
SIXERS	"sIksE`z
SIXES	"sIksIz
SIXFOLD	"sIks%foUld
SIXTEEN	sIk"sti:n, "sIk"sti:n
SIXTEEN'S	%sIk"sti:nz
SIXTEENS	"sIk"sti:nz
SIXTEENTH	sIk"sti:nT, "sIk"sti:nT
SIXTEENTHS	"sIk"sti:nTs
SIXTH	"sIksT
SIXTHS	"sIksTs
SIXTIES	"sIksti:z
SIXTIETH	"sIksti:IT
SIXTY	"sIksti
SIXTY'S	"sIksti:z
SIZABLE	"saIz@b@l
SIZE	"saIz
SIZEABLE	"saIz@b@l
SIZED	"saIzd
SIZELER	"saIzlE`
SIZELOVE	"saIz%l@v
SIZEMORE	"saIzmOr
SIZER	"saIzE`
SIZES	"saIz@z, "saIzIz
SIZING	"saIzIN
SIZZLE	"sIz@l
SIZZLED	"sIz@ld
SIZZLER	"sIzlE`
SIZZLERS	"sIzlE`z
SIZZLIN	"sIzlIn
SIZZLING	"sIz@lIN, "sIzlIN
SJOBERG	"SoUbE`g
SJOBLOM	"SoUblA:m
SJODIN	"SoUdIn
SJOGREN	"SoUgr@n
SJOLANDER	"SoU%l{ndE`
SJOQUIST	"SoUkwIst
SJOSTROM	"SoUstr@m
SKAAR	"skA:r
SKADDEN	"sk{dIn
SKAFF	"sk{f
SKAGGS	"sk{gz
SKAINS	"skeInz
SKALA	"skA:l@
SKALICKY	sk@"lIki
SKALLA	"sk{l@
SKALSKI	"skA:lski
SKALSKY	"skA:lski
SKANDIA	"sk{ndi:E`, "sk{ndi:@, "sk{ndj@
SKANDINAVISKA	%sk{ndIn@"vIsk@
SKANSKA	"sk{nsk@
SKARDA	"skA:rd@
SKARE	"skEr
SKASE	"skeIz
SKATE	"skeIt
SKATEBOARD	"skeIt%bOrd
SKATEBOARDING	"skeIt%bOrdIN
SKATED	"skeItId
SKATER	"skeItE`
SKATERS	"skeItE`z
SKATES	"skeIts
SKATING	"skeItIN
SKEAT	"ski:t
SKEEL	"ski:l
SKEELS	"ski:lz
SKEEN	"ski:n
SKEENS	"ski:nz
SKEES	"ski:z
SKEET	"ski:t
SKEETE	"ski:t
SKEETER	"ski:tE`
SKEETERS	"ski:tE`z
SKEETS	"ski:ts
SKEFFINGTON	"skEfINt@n
SKEHAN	"skeI@n
SKEIN	"skeIn
SKEINS	"skeInz
SKELETAL	"skEl@t@l
SKELETON	"skEl@t@n
SKELETONS	"skEl@t@nz
SKELLENGER	"skElIndZE`
SKELLEY	"skEli
SKELLY	"skEli
SKELTER	"skEltE`
SKELTON	"skElt@n
SKENANDORE	skI"n{ndE`
SKENDER	"skEndE`
SKENDERIAN	%skEn"dEri:@n
SKENE	"ski:n
SKEOCH	"ski:A:tS
SKEPTIC	"skEptIk
SKEPTICAL	"skEpt@k@l, "skEptIk@l
SKEPTICALLY	"skEptIk@li, "skEptIkli
SKEPTICISM	"skEptI%sIz@m
SKEPTICS	"skEptIks
SKERDAL	"skEr%dA:l
SKERRY	"skEri
SKETCH	"skEtS
SKETCHBOOK	"skEtS%bUk
SKETCHBOOKS	"skEtS%bUks
SKETCHED	"skEtSt
SKETCHES	"skEtS@z, "skEtSIz
SKETCHING	"skEtSIN
SKETCHY	"skEtSi
SKEW	s"kju:
SKEWED	s"kju:d
SKEWER	s"kju:E`
SKEWERED	s"kju:E`d
SKEWERS	s"kju:E`z
SKEWES	s"kju:z
SKEWING	s"kju:IN
SKEWS	s"kju:z
SKI	"ski:
SKIBA	"skaIb@
SKIBBE	"skIb
SKIBICKI	skI"bIki
SKIBINSKI	skI"bInski
SKIBO	"skaIboU, "ski:boU
SKID	"skId
SKIDDED	"skId@d, "skIdId
SKIDDING	"skIdIN
SKIDGEL	"skIdZ@l
SKIDMORE	"skIdmOr
SKIDS	"skIdz
SKIED	"ski:d
SKIER	"skaIr, "ski:E`
SKIERS	"ski:E`z
SKIES	"skaIz
SKIFF	"skIf
SKIFFINGTON	"skIfINt@n
SKIFFS	"skIfs
SKIING	"ski:IN
SKILES	"skaIlz
SKILL	"skIl
SKILLED	"skIld
SKILLEN	"skIl@n
SKILLERN	"skIlE`n
SKILLET	"skIl@t
SKILLFUL	"skIlf@l
SKILLFULLY	"skIlf@li
SKILLIN	"skIlIn
SKILLING	"skIlIN
SKILLINGS	"skIlINz
SKILLMAN	"skIlm@n
SKILLS	"skIlz
SKILTON	"skIlt@n
SKIM	"skIm
SKIMMED	"skImd
SKIMMER	"skImE`
SKIMMERS	"skImE`z
SKIMMING	"skImIN
SKIMP	"skImp
SKIMPIER	"skImpi:E`
SKIMPIEST	"skImpi:@st
SKIMPING	"skImpIN
SKIMPY	"skImpi
SKIN	"skIn
SKIN'S	"skInz
SKINFLINT	"skInflInt
SKINHEAD	"skIn%hEd
SKINHEADS	"skIn%hEdz
SKINKS	"skINks
SKINLESS	"skInl@s
SKINNED	"skInd
SKINNER	"skInE`
SKINNER'S	"skInE`z
SKINNIER	"skIni:E`
SKINNIEST	"skIni:@st
SKINNY	"skIni
SKINS	"skInz
SKINS'	"skInz
SKIP	"skIp
SKIPJACK	"skIp%dZ{k
SKIPJACK'S	"skIp%dZ{ks
SKIPJACKS	"skIp%dZ{ks
SKIPP	"skIp
SKIPPA	"skIp@
SKIPPA'S	"skIp@z
SKIPPED	"skIpt
SKIPPER	"skIpE`
SKIPPER'S	"skIpE`z
SKIPPERS	"skIpE`z
SKIPPING	"skIpIN
SKIPPY	"skIpi
SKIPS	"skIps
SKIPTON	"skIpt@n
SKIPWITH	"skIp%wIT
SKIPWORTH	"skIp%wE`:T
SKIRDALL	"skE`:%dA:l
SKIRMISH	"skE`:mIS
SKIRMISHES	"skE`:mISIz
SKIRMISHING	"skE`:mISIN
SKIRT	"skE`:t
SKIRTED	"skE`:tId
SKIRTING	"skE`:tIN
SKIRTS	"skE`:ts
SKIRVIN	"skE`:vIn
SKIS	"ski:z
SKIT	"skIt
SKITS	"skIts
SKITTISH	"skItIS
SKITTISHNESS	"skItISn@s
SKITTLE	"skIt@l
SKITTLES	"skIt@lz
SKIVER	"skaIvE`
SKLAR	s"klA:r
SKLENAR	s"klEnE`
SKOAL	"skoUl
SKOCZYLAS	sk@"tSIl@z
SKODA	"skoU%dA:
SKOFF	"skOf
SKOG	"skA:g
SKOGEN	"skA:g@n
SKOGLUND	"skA:gl@nd
SKOK	"skA:k
SKOKIE	"skoUki
SKOLER	"skoUlE`
SKOLNICK	"skoUlnIk
SKOLNIK	"skoUlnIk
SKOLNIKS	"skoUlnIks
SKONIECZNY	sk@"ni:tS%ni:
SKOOG	"sku:g
SKOP	"skA:p
SKOPJE	"skO%pjE
SKORA	"skOr@
SKORUPA	skE`"u:%pA:
SKORUPSKI	skE`"Vp%ski:
SKOUSEN	"sku:s@n
SKOV	"skA:v
SKOW	"skaU
SKOWHEGAN	"skoU%hi:g@n
SKOWRON	"skaUr@n
SKOWRONEK	skaU"roUnEk
SKOWRONSKI	skaU"rA:n%ski:
SKRAMSTAD	"skr{mst{d
SKREW-UP	"skru:%@p
SKREW-UPS	"skru:%@ps
SKROCH	"skrA:k
SKROCKI	"skrA:ki
SKRZYPEK	skE`"zIpEk
SKUDRA	"sku:drA:
SKUFCA	"skVfkA:
SKULDUGGERY	sk@l"dVgE`%i:
SKULK	"skVlk
SKULKING	"skVlkIN
SKULKS	"skVlks
SKULL	"skVl
SKULLCAP	"skVl%k{p
SKULLCAPS	"skVl%k{ps
SKULLS	"skVls, "skVlz
SKUNK	"skVNk
SKUNKS	"skVNks
SKURA	"skUrA:
SKURDAL	"skE`:dA:l
SKURKA	"skE`:kA:
SKUTT	"skVt
SKY	"skaI
SKY'S	"skaIz
SKYBOX	"skaI%bA:ks
SKYBOXES	"skaI%bA:ksIz
SKYCAP	"skaI%k{p
SKYDIVE	"skaIdaIv
SKYDIVING	"skaIdaIvIN
SKYDOME	"skaI%doUm
SKYE	"skaI
SKYHAWK	"skaI%hOk
SKYHAWKS	"skaI%hOks
SKYHIGH	"skaI%haI
SKYHOPPING	"skaIhOpIN
SKYLARK	"skaI%lA:rk
SKYLARKS	"skaI%lA:rks
SKYLAWN	"skaI%lOn
SKYLES	"skaIlz
SKYLIGHT	"skaI%laIt
SKYLIGHTS	"skaI%laIts
SKYLINE	"skaI%laIn
SKYLINES	"skaI%laInz
SKYLITE	"skaI%laIt
SKYLITES	"skaI%laIts
SKYNET	"skaI%nEt
SKYPE	"skaIp
SKYROCKET	"skaI%rA:k@t
SKYROCKETED	"skaI%rA:k@tId
SKYROCKETING	"skaI%rA:k@tIN
SKYROCKETS	"skaI%rA:k@ts
SKYSCRAPER	"skaI%skreIpE`
SKYSCRAPERS	"skaI%skreIpE`z
SKYTEL	"skaI%tEl
SKYWALKER	"skaI%wOkE`
SKYWARD	"skaIwE`d
SKYWAVE	"skaI%weIv
SKYWAY	"skaI%weI
SKYWEST	"skaI%wEst
SKYWRITER	"skaI%raItE`
SKYWRITERS	"skaI%raItE`z
SKYWRITING	"skaI%raItIN
SLAB	"sl{b
SLABAUGH	"sl{bO
SLABS	"sl{bz
SLABY	"sleIbi
SLACK	"sl{k
SLACKED	"sl{kt
SLACKEN	"sl{k@n
SLACKENED	"sl{k@nd
SLACKENING	"sl{k@nIN
SLACKENS	"sl{k@nz
SLACKER	"sl{kE`
SLACKERS	"sl{kE`z
SLACKNESS	"sl{kn@s
SLACKS	"sl{ks
SLADE	"sleId
SLADEK	"sl{dIk
SLADKY	"sl{dki
SLAG	"sl{g
SLAGEL	"sl{g@l
SLAGER	"sleIgE`
SLAGHT	"sl{t
SLAGLE	"sleIg@l
SLAGTER	"sl{gtE`
SLAIN	"sleIn
SLAINE	"sleIn
SLALOM	"slA:l@m
SLAM	"sl{m
SLAMA	"slA:m@
SLAMMED	"sl{md
SLAMMER	"sl{mE`
SLAMMING	"sl{mIN
SLAMS	"sl{mz
SLANDER	"sl{ndE`
SLANDERED	"sl{ndE`d
SLANDERER	"sl{ndE`E`
SLANDERING	"sl{ndE`IN
SLANDEROUS	"sl{ndE`@s
SLANDERS	"sl{ndE`z
SLANE	"sleIn
SLANEY	"sleIni
SLANG	"sl{N
SLANINA	slA:"ni:n@
SLANKARD	"sl{NkE`d
SLANT	"sl{nt
SLANTED	"sl{nt@d, "sl{ntId, "sl{n@d, "sl{nId
SLANTING	"sl{ntIN
SLAP	"sl{p
SLAPDASH	"sl{p%d{S
SLAPE	"sleIp
SLAPHAPPY	"sl{p%h{pi
SLAPPED	"sl{pt
SLAPPEY	"sl{pi
SLAPPING	"sl{pIN
SLAPS	"sl{ps
SLAPSTICK	"sl{p%stIk
SLASH	"sl{S
SLASHED	"sl{St
